rank_overall,rank_within_layer,layer,measurement,measurement_label,site,archetype,literature_status,peak_timepoint,days_from_launch,peak_abs_z,peak_z_ci_lower_abs,peak_z_ci_high,z_score_robust,methods_concordance,is_baseline_fragile,fragility_reason,concordance_class,signal_score,clinical_flagged_count,deviation_flag,deviation_direction,fold_change,recovery_classification,return_to_baseline_day,recovery_velocity
3702,1698,microbial,K21652,KSHV interferon regulatory factor-like protein 3,NAC,,novel,R+1,1,3.4421652488048755,2.7726957577184397,-2.7726957577184397,-16.294926432009195,both-elevated,True,unstable-ci,ambiguous,2.2181566061747517,0,extreme,down,0.0,incomplete,,0.0
3703,1699,microbial,K24042,methionine synthase / methylenetetrahydrofolate reductase (NADH) [EC:2.1.1.13 1.5.1.54],NAC,,novel,R+1,1,3.573832484564505,2.7663469898076944,-2.7663469898076944,-3.8145871367178774,both-elevated,False,,ambiguous,2.213077591846156,0,extreme,down,0.0,incomplete,,0.0
3704,1973,microbial,K07448,restriction system protein,ORC,,novel,R+1,1,2.522305457822684,1.8409050186291491,-1.8409050186291491,-2.708402949239815,both-elevated,False,,concordant,2.2090860223549793,0,high,down,0.0,incomplete,,0.0
3705,1700,microbial,K03319,"divalent anion:Na+ symporter, DASS family",NAC,,novel,R+1,1,3.34893425164064,2.7584812954672486,-2.7584812954672486,-3.206539030951845,both-elevated,False,,ambiguous,2.206785036373799,0,extreme,down,0.0,incomplete,,0.0
3706,1701,microbial,K20681,"dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase [EC:2.3.1.197]",NAC,,novel,R+1,1,3.525377324335357,2.757221423970876,-2.757221423970876,-2.4536802641279496,both-elevated,False,,ambiguous,2.205777139176701,0,extreme,down,0.0,slow,45.0,0.032948273620529
3707,1702,microbial,K01727,hyaluronate lyase [EC:4.2.2.1],NAC,,novel,R+1,1,3.543769690984838,2.754718110818641,-2.754718110818641,-5.014080498924776,both-elevated,False,,ambiguous,2.2037744886549127,0,extreme,down,0.0,incomplete,,0.029305253114781
3708,1974,microbial,K23242,manganese efflux pump family protein,ORC,,novel,R+1,1,2.5050515620260447,1.8320119223231437,-1.8320119223231437,-4.897582979166287,both-elevated,False,,concordant,2.198414306787772,0,high,down,0.0,slow,45.0,0.0
3709,1703,microbial,K02074,zinc/manganese transport system ATP-binding protein,NAC,,novel,R+82,82,3.4349791621361847,2.7452771115427996,-2.7452771115427996,-12.636262035229159,both-elevated,False,,ambiguous,2.19622168923424,0,extreme,down,0.1498614851701356,incomplete,,
3710,1975,microbial,K01995,branched-chain amino acid transport system ATP-binding protein,ORC,,novel,R+1,1,2.5083837715272836,1.8297326870810025,-1.8297326870810025,-4.2243559460306574,both-elevated,False,,concordant,2.1956792244972028,0,high,down,0.0,incomplete,,0.0
3711,1976,microbial,K20489,lantibiotic immunity protein,ORC,,novel,R+1,1,3.3866698328846327,2.7407984378558496,-2.7407984378558496,-22.09614213302118,both-elevated,True,unstable-ci,ambiguous,2.19263875028468,0,extreme,down,0.0,incomplete,,0.0
3712,1704,microbial,K22250,poly(3-hydroxyoctanoate) depolymerase [EC:3.1.1.76],NAC,,novel,R+1,1,3.2676062623311006,2.7405510760222747,-2.7405510760222747,-3.5507870175705394,both-elevated,False,,ambiguous,2.1924408608178196,0,extreme,down,0.1454902914249304,incomplete,,0.001444643710091
3713,1977,microbial,K21934,2-phosphonomethylmalate synthase [EC:2.3.3.19],ORC,,novel,R+82,82,2.3540165355335025,1.8269786857084112,-1.8269786857084112,-1.9117743345212308,borderline,False,,concordant,2.1923744228500937,0,high,down,0.0,incomplete,,
3714,1705,microbial,K01975,"RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]",NAC,,novel,R+1,1,3.5330381835211018,2.7377196802832313,-2.7377196802832313,-2.939466223092149,both-elevated,False,,ambiguous,2.1901757442265852,0,extreme,down,0.0,incomplete,,0.0
3715,1706,microbial,K20583,deacetylase [EC:3.5.1.-],NAC,,novel,R+1,1,3.401094917740202,2.7277538099904097,-2.7277538099904097,-2.7339639493421055,both-elevated,False,,ambiguous,2.182203047992328,0,extreme,down,0.0,incomplete,,0.0
3716,1707,microbial,K19123,CRISPR system Cascade subunit CasA,NAC,,novel,R+1,1,3.3786389742355816,2.7261905329355267,-2.7261905329355267,-2.8303433553787096,both-elevated,False,,ambiguous,2.1809524263484215,0,extreme,down,0.0,incomplete,,0.0
3717,1978,microbial,K16962,putative S-methylcysteine transport system permease protein,ORC,,novel,R+1,1,3.426997050517999,2.724597233059698,-2.724597233059698,-2.5942439907836436,both-elevated,False,,ambiguous,2.1796777864477583,0,extreme,down,0.0,incomplete,,0.0
3718,1979,microbial,K22691,drimenol monooxygenase [EC:1.14.14.72],ORC,,novel,R+1,1,3.519624101168787,2.7236715468286987,-2.7236715468286987,-4.320763761084444,both-elevated,False,,ambiguous,2.178937237462959,0,extreme,down,0.0,incomplete,,0.0
3719,1980,microbial,K19165,antitoxin Phd,ORC,,novel,R+1,1,2.3999522547672996,1.8101948542254809,-1.8101948542254809,-55.527544063308504,both-elevated,True,unstable-ci,concordant,2.172233825070577,0,high,down,0.0,incomplete,,0.0
3720,1708,microbial,K07175,PhoH-like ATPase,NAC,,novel,R+1,1,3.297450517291457,2.7116165025016024,-2.7116165025016024,-187.70155463818944,both-elevated,True,unstable-ci,ambiguous,2.169293202001282,0,extreme,down,0.1557510844652068,incomplete,,0.0048958596457108
3721,27,immune,il_17a,IL-17A,,th17_response,novel,R+45,45,3.315326272940155,2.702442192168403,7.085306513116951,2.9839720463863597,both-elevated,False,,ambiguous,2.161953753734722,0,extreme,up,1.610941761591529,incomplete,,0.0079827032890538
3722,1709,microbial,K14645,serine protease [EC:3.4.21.-],NAC,,novel,R+1,1,3.3821484691866597,2.699533363233666,-2.699533363233666,-13.131549228754665,both-elevated,False,,ambiguous,2.159626690586933,0,extreme,down,0.1275320610687023,incomplete,,0.0203057881872843
3723,1981,microbial,K08364,periplasmic mercuric ion binding protein,ORC,,novel,R+1,1,3.06123818034324,2.6940971457342253,-2.6940971457342253,-4.8473306951113875,both-elevated,False,,ambiguous,2.1552777165873804,0,extreme,down,0.0,slow,45.0,0.0
3724,1710,microbial,K02348,ElaA protein,NAC,,novel,R+1,1,3.4797604116220677,2.69244976768736,-2.69244976768736,-4.597302282741321,both-elevated,False,,ambiguous,2.1539598141498884,0,extreme,down,0.1172107486885619,incomplete,,0.0126040467496874
3725,1982,microbial,K12914,P-methyltransferase [EC:2.1.1.326],ORC,,novel,R+45,45,3.308422592920355,2.6914125567399143,-2.6914125567399143,-38.15049681176211,both-elevated,True,unstable-ci,ambiguous,2.1531300453919315,0,extreme,down,0.0,incomplete,,0.0
3726,1711,microbial,K03698,3'-5' exoribonuclease [EC:3.1.-.-],NAC,,novel,R+1,1,3.477554673008707,2.6813742428914296,-2.6813742428914296,-3.666222277797468,both-elevated,False,,ambiguous,2.1450993943131436,0,extreme,down,0.0,incomplete,,0.0
3727,1712,microbial,K00705,4-alpha-glucanotransferase [EC:2.4.1.25],NAC,,novel,R+1,1,3.450584277111635,2.6683285918162087,-2.6683285918162087,-4.698648456079776,both-elevated,False,,ambiguous,2.134662873452967,0,extreme,down,0.0996305390847779,incomplete,,0.0172463202040771
3728,1713,microbial,K25196,"O-antigen biosynthesis alpha-1,3-mannosyltransferase [EC:2.4.1.379]",NAC,,novel,R+1,1,3.2760956905958487,2.6671935295196803,-2.6671935295196803,-47.54247078358659,both-elevated,True,unstable-ci,ambiguous,2.133754823615744,0,extreme,down,0.0739955347472337,incomplete,,0.0074209988563834
3729,1983,microbial,K03493,transcriptional antiterminator,ORC,,novel,R+1,1,3.383175216846173,2.6652442801118683,-2.6652442801118683,-2.430401698794648,both-elevated,False,,ambiguous,2.132195424089495,0,extreme,down,0.0,incomplete,,0.0
3730,1984,microbial,K16961,putative S-methylcysteine transport system substrate-binding protein,ORC,,novel,R+1,1,3.370367509544324,2.6643765130966135,-2.6643765130966135,-2.4831430180129086,both-elevated,False,,ambiguous,2.131501210477291,0,extreme,down,0.0,incomplete,,0.0
3731,1714,microbial,K02007,cobalt/nickel transport system permease protein,NAC,,novel,R+1,1,3.447402519983912,2.654770023822308,-2.654770023822308,-3.4568305187675916,both-elevated,False,,ambiguous,2.123816019057846,0,extreme,down,0.0678429172642198,incomplete,,0.0134381454451155
3732,1985,microbial,K05394,atrazine chlorohydrolase [EC:3.8.1.8],ORC,,novel,R+1,1,2.3323300972316163,1.745791626834443,-1.745791626834443,-1.6303275475682268,borderline,False,,concordant,2.0949499522013317,0,high,down,0.0,incomplete,,0.0
3733,1986,microbial,K24305,"UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-mannopyranose hydrolase",ORC,,novel,R+82,82,2.355049386592407,1.7410773691904835,-1.7410773691904835,-15.891688893003733,both-elevated,True,unstable-ci,concordant,2.08929284302858,0,high,down,0.0,incomplete,,
3734,1715,microbial,K01547,potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6],NAC,,novel,R+1,1,3.253222804948978,2.61071883986208,-2.61071883986208,-21.02091942759993,both-elevated,True,unstable-ci,ambiguous,2.088575071889664,0,extreme,down,0.093091962128828,incomplete,,0.0234914306918756
3735,1716,microbial,K01079,phosphoserine phosphatase [EC:3.1.3.3],NAC,,novel,R+45,45,3.2109232764502713,2.607193489949512,-2.607193489949512,-54.62520705044337,both-elevated,True,unstable-ci,ambiguous,2.08575479195961,0,extreme,down,0.0976157239875483,incomplete,,0.017646601337854
3736,1717,microbial,K16106,nonribosomal peptide synthetase protein BlmVI,NAC,,novel,R+1,1,2.900505449195678,2.606634785599355,-2.606634785599355,-5.621968040223841,both-elevated,False,,ambiguous,2.085307828479484,0,high,down,0.0,slow,82.0,0.0309712331407684
3737,1987,microbial,K20681,"dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase [EC:2.3.1.197]",ORC,,novel,R+82,82,2.116011003719875,2.0820580561834627,-2.0820580561834627,-28.607141030726925,both-elevated,True,unstable-ci,idiosyncratic,2.0820580561834627,0,high,down,0.0412315912769961,incomplete,,
3738,1718,microbial,K24583,SARS coronavirus accessory protein 8,NAC,,novel,R+1,1,3.225262524551334,2.6017572310815886,-2.6017572310815886,-2.756056108184313,both-elevated,False,,ambiguous,2.081405784865271,0,extreme,down,0.0,slow,82.0,0.0352263312712338
3739,1719,microbial,K03335,inosose dehydratase [EC:4.2.1.44],NAC,,novel,R+1,1,3.247178259647884,2.6015666696168016,-2.6015666696168016,-19.815336591306842,both-elevated,True,unstable-ci,ambiguous,2.0812533356934413,0,extreme,down,0.0903855667696253,incomplete,,0.01504645745152
3740,1988,microbial,K21271,aurachin B dehydrogenase [EC:1.1.1.394],ORC,,novel,R+82,82,3.280877810257869,2.5994655945625422,-2.5994655945625422,-2.491275848779297,both-elevated,False,,ambiguous,2.079572475650034,0,extreme,down,0.0,incomplete,,
3741,1720,microbial,K23188,iron-siderophore transport system ATP-binding protein [EC:7.2.2.17 7.2.2.-],NAC,,novel,R+1,1,3.3793070523896676,2.598530334195986,-2.598530334195986,-4.1129530831900984,both-elevated,False,,ambiguous,2.0788242673567887,0,extreme,down,0.0,incomplete,,0.0
3742,1721,microbial,K03337,5-deoxy-glucuronate isomerase [EC:5.3.1.30],NAC,,novel,R+1,1,3.206155131159797,2.596640714672204,-2.596640714672204,-44.1014546983087,both-elevated,True,unstable-ci,ambiguous,2.0773125717377634,0,extreme,down,0.0682845112235315,incomplete,,0.0156039140181589
3743,1722,microbial,K03741,arsenate reductase (thioredoxin) [EC:1.20.4.4],NAC,,novel,R+1,1,3.2822327846701636,2.5924739122775757,-2.5924739122775757,-2.4438242983915806,both-elevated,False,,ambiguous,2.0739791298220607,0,extreme,down,0.0,incomplete,,0.0
3744,1723,microbial,K00274,monoamine oxidase [EC:1.4.3.4],NAC,,novel,R+1,1,3.2957980717775355,2.5862037789578523,-2.5862037789578523,-8.883571940817939,both-elevated,False,,ambiguous,2.068963023166282,0,extreme,down,0.1578106402510968,incomplete,,0.0101960147000106
3745,1989,microbial,K06886,hemoglobin,ORC,,novel,R+1,1,2.3910514294202914,1.7207652867693732,-1.7207652867693732,-3.246749646551843,both-elevated,False,,concordant,2.0649183441232477,0,high,down,0.0,slow,45.0,0.0
3746,1724,microbial,K06941,23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192],NAC,,novel,R+1,1,3.346228376098679,2.578899904977072,-2.578899904977072,-4.849071612273609,both-elevated,False,,ambiguous,2.0631199239816573,0,extreme,down,0.0951490748729747,incomplete,,0.0038047893864496
3747,1990,microbial,K02788,lactose PTS system EIICB component [EC:2.7.1.207],ORC,,novel,R+1,1,3.3466537836406847,2.571217271275948,-2.571217271275948,-4.232555179047213,both-elevated,False,,ambiguous,2.0569738170207583,0,extreme,down,0.0,slow,45.0,0.0
3748,1991,microbial,K03675,glutaredoxin 2,ORC,,novel,R+82,82,2.963124936499313,2.5710927259406104,-2.5710927259406104,-4.216296998548896,both-elevated,False,,ambiguous,2.0568741807524886,0,high,down,0.0,incomplete,,
3749,1725,microbial,K00941,hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7],NAC,,novel,R+45,45,3.0945946265871527,2.569880797012704,-2.569880797012704,-3.2110732128374244,both-elevated,False,,ambiguous,2.0559046376101633,0,extreme,down,0.1267180704755099,incomplete,,0.0100799651053489
3750,1992,microbial,K17832,geranial dehydrogenase [EC:1.2.1.86],ORC,,novel,R+82,82,3.0015636608423653,2.5696395959633533,-2.5696395959633533,-3.85312748892917,both-elevated,False,,ambiguous,2.0557116767706827,0,extreme,down,0.0,incomplete,,
3751,1993,microbial,K01161,deoxyribonuclease (pyrimidine dimer) [EC:3.1.25.1],ORC,,novel,R+1,1,3.216388453553965,2.5555044067477897,-2.5555044067477897,-2.511895511877258,both-elevated,False,,ambiguous,2.044403525398232,0,extreme,down,0.0,slow,45.0,0.0
3752,28,immune,lif,LIF,,,novel,R+82,82,3.285278623205796,2.5445836410739084,-2.5445836410739084,-6.204698410517419,both-elevated,False,,ambiguous,2.035666912859127,0,extreme,down,0.1606883179835191,incomplete,,0.0144714469643186
3753,29,immune,mdc,MDC,,,novel,R+1,1,2.382701035724888,2.032240837570806,-2.032240837570806,-3.167983692839538,both-elevated,False,,idiosyncratic,2.032240837570806,0,high,down,0.3604204213186961,incomplete,,0.0017783193627112
3754,1726,microbial,K07496,putative transposase,NAC,,novel,R+82,82,3.166943256925904,2.5319113890941387,-2.5319113890941387,-22.47661282663032,both-elevated,True,unstable-ci,ambiguous,2.025529111275311,0,extreme,down,0.0342597070329072,incomplete,,
3755,1994,microbial,K24256,UDP-L-QuiNAc synthase,ORC,,novel,R+1,1,1.704945294967927,1.6873125245658214,-1.6873125245658214,-35.528700359752776,borderline,True,unstable-ci,concordant,2.0247750294789855,0,elevated,down,0.0,incomplete,,0.0
3756,1727,microbial,K19285,FMN reductase (NADPH) [EC:1.5.1.38],NAC,,novel,R+1,1,3.304032371401883,2.5287058043654085,-2.5287058043654085,-3.4203715650261763,both-elevated,False,,ambiguous,2.022964643492327,0,extreme,down,0.0,incomplete,,0.0
3757,1728,microbial,K20337,phenol-soluble modulin beta,NAC,,novel,R+1,1,3.2700883937726557,2.5271675743573447,-2.5271675743573447,-2.3833656317740863,both-elevated,False,,ambiguous,2.0217340594858757,0,extreme,down,0.0488805591353519,incomplete,,0.0159426629383043
3758,1729,microbial,K22802,aurichin B epoxide hydrolase,NAC,,novel,R+1,1,3.273106335848089,2.5244067512039887,-2.5244067512039887,-5.541448662212545,both-elevated,False,,ambiguous,2.019525400963191,0,extreme,down,0.1143463747936818,incomplete,,0.0150905246253243
3759,1730,microbial,K08999,uncharacterized protein,NAC,,novel,R+1,1,3.1880456129384616,2.5230815449371544,-2.5230815449371544,-13.934010109412748,both-elevated,True,unstable-ci,ambiguous,2.0184652359497237,0,extreme,down,0.100462640797447,incomplete,,0.0082111850606096
3760,1731,microbial,K03074,preprotein translocase subunit SecF,NAC,,novel,R+45,45,3.207142849716673,2.513945918627657,-2.513945918627657,-9.823934650081183,both-elevated,False,,ambiguous,2.011156734902126,0,extreme,down,0.0698825732937097,incomplete,,0.0309104037800689
3761,1732,microbial,K09013,Fe-S cluster assembly ATP-binding protein,NAC,,novel,R+1,1,3.2247897258466396,2.513679879155509,-2.513679879155509,-2.2318746779864362,both-elevated,False,,ambiguous,2.010943903324407,0,extreme,down,0.1083553207860636,incomplete,,0.0128854388492419
3762,1733,microbial,K03924,MoxR-like ATPase [EC:3.6.3.-],NAC,,novel,R+45,45,3.1207891755604,2.5118373250934547,-2.5118373250934547,-41.939705693003205,both-elevated,True,unstable-ci,ambiguous,2.009469860074764,0,extreme,down,0.0570242402938655,incomplete,,0.0439253349519475
3763,1995,microbial,K04044,molecular chaperone HscA,ORC,,novel,R+1,1,3.1184352222079386,2.506136779354788,-2.506136779354788,-2.6463364337227846,both-elevated,False,,ambiguous,2.0049094234838303,0,extreme,down,0.0,incomplete,,0.0
3764,1734,microbial,K01712,urocanate hydratase [EC:4.2.1.49],NAC,,novel,R+1,1,3.1638706716024836,2.506067607194603,-2.506067607194603,-15.145547701793575,both-elevated,True,unstable-ci,ambiguous,2.0048540857556825,0,extreme,down,0.0701231318008568,incomplete,,0.0081412350090104
3765,1735,microbial,K21330,C-S lyase,NAC,,novel,R+82,82,2.969415579397472,2.5057444390053702,-2.5057444390053702,-3.4626705408520726,both-elevated,False,,ambiguous,2.004595551204296,0,high,down,0.0,incomplete,,
3766,1736,microbial,K04759,ferrous iron transport protein B,NAC,,novel,R+1,1,3.1255689890246714,2.4976077954702895,-2.4976077954702895,-25.15428193570965,both-elevated,True,unstable-ci,ambiguous,1.9980862363762315,0,extreme,down,0.0963471460663604,incomplete,,0.0239268529207484
3767,1996,microbial,K01857,"3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]",ORC,,novel,R+1,1,3.201817227397297,2.496046311359377,-2.496046311359377,-2.2290104664443806,both-elevated,False,,ambiguous,1.9968370490875016,0,extreme,down,0.0,incomplete,,0.0
3768,1737,microbial,K06605,myo-inositol catabolism protein IolH,NAC,,novel,R+45,45,3.1012661964082815,2.4913121233979862,-2.4913121233979862,-39.906701859361334,both-elevated,True,unstable-ci,ambiguous,1.993049698718389,0,extreme,down,0.0897296296296296,incomplete,,0.0317361048413023
3769,1738,microbial,K20709,phenylalanine aminomutase (L-beta-phenylalanine forming) [EC:5.4.3.10],NAC,,novel,R+1,1,3.2086026729812045,2.4809223135702028,-2.4809223135702028,-6.560473225140883,both-elevated,False,,ambiguous,1.9847378508561624,0,extreme,down,0.0975546515266663,incomplete,,0.0124775686799968
3770,1739,microbial,K01546,potassium-transporting ATPase potassium-binding subunit,NAC,,novel,R+1,1,3.234071984027216,2.477379510942238,-2.477379510942238,-4.637303755178438,both-elevated,False,,ambiguous,1.9819036087537905,0,extreme,down,0.1763149263284601,incomplete,,0.0124278151987435
3771,1997,microbial,K01478,arginine deiminase [EC:3.5.3.6],ORC,,novel,R+1,1,3.1813008209750753,2.4766889613483776,-2.4766889613483776,-8.341126016981121,both-elevated,False,,ambiguous,1.9813511690787025,0,extreme,down,0.0,slow,45.0,0.0
3772,1740,microbial,K24119,NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26],NAC,,novel,R+1,1,3.0932704542724676,2.470748079192112,-2.470748079192112,-27.775673497048462,both-elevated,True,unstable-ci,ambiguous,1.9765984633536895,0,extreme,down,0.1208120561053049,incomplete,,0.0069369417816261
3773,1741,microbial,K22981,gamma-polyglutamate biosynthesis protein CapE,NAC,,novel,R+45,45,2.2916496746429145,1.6441039035230536,-1.6441039035230536,-5.654091519307599,both-elevated,False,,concordant,1.972924684227664,0,high,down,0.0598739094575687,slow,82.0,0.0383188287066334
3774,1742,microbial,K12270,accessory secretory protein Asp3,NAC,,novel,R+1,1,3.153235489804929,2.463274236886337,-2.463274236886337,-2.2477485824453143,both-elevated,False,,ambiguous,1.9706193895090696,0,extreme,down,0.0,incomplete,,0.0
3775,1998,microbial,K21651,KSHV signal transducing membrane protein,ORC,,novel,R+1,1,3.0221008769077837,2.4613601160924925,-2.4613601160924925,-2.810751842988594,both-elevated,False,,ambiguous,1.969088092873994,0,extreme,down,0.0,incomplete,,0.0
3776,1999,microbial,K21287,gamma-glutamylanilide hydrolase [EC:3.5.1.123],ORC,,novel,R+1,1,2.5379947243295957,1.968429071875501,-1.968429071875501,-1.9779120055843662,borderline,False,,idiosyncratic,1.968429071875501,0,high,down,0.0,slow,45.0,0.0
3777,2000,microbial,K00290,"saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]",ORC,,novel,R+1,1,3.203359899156353,2.459520577678217,-2.459520577678217,-5.316730237149157,both-elevated,False,,ambiguous,1.9676164621425736,0,extreme,down,0.0,incomplete,,0.0
3778,1743,microbial,K15523,protein-ribulosamine 3-kinase [EC:2.7.1.172],NAC,,novel,R+1,1,3.0869292223885005,2.457369892481826,-2.457369892481826,-23.48536078281043,both-elevated,True,unstable-ci,ambiguous,1.965895913985461,0,extreme,down,0.0,incomplete,,0.0
3779,2001,microbial,K07393,glutathionyl-hydroquinone reductase [EC:1.8.5.7],ORC,,novel,R+1,1,2.2899960220951794,1.6341247921208086,-1.6341247921208086,-2.6233833831803324,both-elevated,False,,concordant,1.9609497505449704,0,high,down,0.0,incomplete,,0.0
3780,1744,microbial,K08094,6-phospho-3-hexuloisomerase [EC:5.3.1.27],NAC,,novel,R+1,1,3.212872863122178,2.4496240431043863,-2.4496240431043863,-3.766304361074661,both-elevated,False,,ambiguous,1.9596992344835091,0,extreme,down,0.0,incomplete,,0.0
3781,1745,microbial,K02027,multiple sugar transport system substrate-binding protein,NAC,,novel,R+1,1,3.0870375349781183,2.448345078746487,-2.448345078746487,-19.520820234428466,both-elevated,True,unstable-ci,ambiguous,1.9586760629971895,0,extreme,down,0.0682112254799538,incomplete,,0.0137881192508089
3782,2002,microbial,K05802,potassium-dependent mechanosensitive channel,ORC,,novel,R+1,1,3.154175253438892,2.4420101123220244,-2.4420101123220244,-2.135662232808823,both-elevated,False,,ambiguous,1.9536080898576196,0,extreme,down,0.0,incomplete,,0.0
3783,2003,microbial,K10039,aspartate/glutamate/glutamine transport system substrate-binding protein,ORC,,novel,R+1,1,3.1910177064107477,2.439886943893676,-2.439886943893676,-2.6730807077760232,both-elevated,False,,ambiguous,1.951909555114941,0,extreme,down,0.0,incomplete,,0.0
3784,30,immune,bca_1,BCA-1,,,novel,R+45,45,1.995912152226104,1.6259704971096218,-1.6259704971096218,-2.153648694001919,borderline,False,,concordant,1.951164596531546,0,elevated,down,0.2394506369426751,slow,82.0,0.0067620969344589
3785,1746,microbial,K06919,putative DNA primase/helicase,NAC,,novel,R+1,1,3.006469869717461,2.4281398460956556,-2.4281398460956556,-1316.1306468034495,both-elevated,True,unstable-ci,ambiguous,1.9425118768765248,0,extreme,down,0.0,incomplete,,0.0
3786,1747,microbial,K22010,"two-component system, response regulator PdtaR",NAC,,novel,R+45,45,3.0853824742419387,2.4167224941089778,-2.4167224941089778,-11.985683323340146,both-elevated,False,,ambiguous,1.9333779952871823,0,extreme,down,0.0869087837837837,incomplete,,0.0165845213585891
3787,1748,microbial,K21650,KSHV transcription activator ORF50,NAC,,novel,R+1,1,3.012107143551459,2.415046377923802,-2.415046377923802,-63.06782007655729,both-elevated,True,unstable-ci,ambiguous,1.9320371023390417,0,extreme,down,0.0893272684349864,incomplete,,0.0132059491707964
3788,1749,microbial,K02760,cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205],NAC,,novel,R+82,82,3.028325354483971,2.4123227863324592,-2.4123227863324592,-31.17303178494566,both-elevated,True,unstable-ci,ambiguous,1.9298582290659672,0,extreme,down,0.1093125153720724,incomplete,,
3789,1750,microbial,K01750,ornithine cyclodeaminase [EC:4.3.1.12],NAC,,novel,R+1,1,3.091292197669434,2.412185355489661,-2.412185355489661,-10.44082072190343,both-elevated,False,,ambiguous,1.9297482843917289,0,extreme,down,0.0,incomplete,,0.0231955077140909
3790,31,immune,il_7,IL-7,,hematopoiesis_growth,novel,R+194,194,3.1634128687524736,2.410603997156431,-2.410603997156431,-4.256122493195007,both-elevated,False,,ambiguous,1.9284831977251449,0,extreme,down,0.5402407363700731,incomplete,,
3791,1751,microbial,K07012,CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 3.6.4.-],NAC,,novel,R+1,1,2.8362973234711535,2.407969903360588,-2.407969903360588,-3.490392890461747,both-elevated,False,,ambiguous,1.926375922688471,0,high,down,0.0,slow,82.0,0.0291115700723874
3792,7,clinical,neutrophils,NEUTROPHILS,,,novel,R+82,82,2.248821487671933,1.6021469970012117,-1.6021469970012117,-5.181315379615691,both-elevated,False,,concordant,1.922576396401454,0,high,down,0.7835258663987946,incomplete,,0.0057301343011196
3793,2004,microbial,K06908,uncharacterized protein,ORC,,novel,R+45,45,3.160866055453189,2.4026641937860083,-2.4026641937860083,-3.4054712495388535,both-elevated,False,,ambiguous,1.9221313550288064,0,extreme,down,0.0,incomplete,,0.0
3794,2005,microbial,K01166,ribonuclease T2 [EC:4.6.1.19],ORC,,novel,R+1,1,2.9770947780579218,2.391680578570378,-2.391680578570378,-2.5748090166469217,both-elevated,False,,ambiguous,1.9133444628563023,0,high,down,0.0,incomplete,,0.0
3795,1752,microbial,K19649,5-exo-hydroxycamphor dehydrogenase [EC:1.1.1.327],NAC,,novel,R+82,82,3.0899690512131386,2.384809182687128,-2.384809182687128,-7.463009984070705,both-elevated,False,,ambiguous,1.9078473461497023,0,extreme,down,0.1484558274324719,incomplete,,
3796,1753,microbial,K03095,SprT-like protein,NAC,,novel,R+1,1,2.4617525226990717,2.38424505517209,-2.38424505517209,-16.714372876919494,both-elevated,True,unstable-ci,ambiguous,1.907396044137672,0,high,down,0.0,incomplete,,0.0
3797,1754,microbial,K13052,cell division protein DivIC,NAC,,novel,R+1,1,3.1218706010186668,2.374075943865431,-2.374075943865431,-2.80640587148361,both-elevated,False,,ambiguous,1.899260755092345,0,extreme,down,0.0,incomplete,,0.0
3798,2006,microbial,K04062,osmotically inducible lipoprotein OsmB,ORC,,novel,R+82,82,2.3132353357569415,1.896871561246704,-1.896871561246704,-2.4623951234201398,both-elevated,False,,idiosyncratic,1.896871561246704,0,high,down,0.0,incomplete,,
3799,1755,microbial,K03855,ferredoxin like protein,NAC,,novel,R+1,1,2.9708634756002583,2.369259488814687,-2.369259488814687,-48.93759355441798,both-elevated,True,unstable-ci,ambiguous,1.8954075910517496,0,high,down,0.1135232876712328,incomplete,,0.0130932532352592
3800,1756,microbial,K07486,transposase,NAC,,novel,R+1,1,2.7091054723147705,2.361150894460816,-2.361150894460816,-4.074099754966322,both-elevated,False,,ambiguous,1.888920715568653,0,high,down,0.1123710809804145,slow,45.0,0.0300243423440256
3801,1757,microbial,K05311,central glycolytic genes regulator,NAC,,novel,R+1,1,3.02417004751116,2.358457548438104,-2.358457548438104,-2.1925318420062165,both-elevated,False,,ambiguous,1.8867660387504832,0,extreme,down,0.0,incomplete,,0.0
3802,1758,microbial,K03811,nicotinamide mononucleotide transporter,NAC,,novel,R+45,45,3.1072318975403888,2.3569729045547336,-2.3569729045547336,-3.7975069649784006,both-elevated,False,,ambiguous,1.885578323643787,0,extreme,down,0.0576630792653791,incomplete,,0.0247625534202792
3803,1759,microbial,K21207,(-)-pluviatolide synthase [EC:1.14.19.72],NAC,,novel,R+1,1,2.73872335221222,2.348142877148545,-2.348142877148545,-3.6404622607331025,both-elevated,False,,ambiguous,1.878514301718836,0,high,down,0.0,incomplete,,0.0
